category_id,area,residential,commercial,industrial
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
4.0,0.000401954427256089,1.0,0.0,0.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
7.0,0.000890958070138461,0.0,0.0,1.0
