building_coverage_ratio@500,std_building_coverage_ratio@500,avg_building_height@500,std_building_height@500,building_density_per_sqkm@500,FAR@500,mean_compactness@500,std_compactness@500,mean_aspect_ratio@500,std_aspect_ratio@500,buffer_area_m2@500,building_count@500
0.2772536881453905,0.0014119324589645017,41.36003313324922,28.372091402204056,404.26602803131175,5.216403582689989,0.5794102366227432,0.14097968146122783,2.122851278927718,0.8141278677826219,784137.1226361056,317.0
0.2803311212806255,0.001418292378061859,41.12921541899371,28.364688533454007,405.5413151859846,5.217312330101126,0.5799411456741365,0.14096271742939753,2.1233778390496445,0.8152237071969786,784137.1226361056,318.0
0.28169947811835966,0.0014096733271560303,40.67763600136223,28.33250649083469,411.9177509593492,5.2177929642199965,0.5822620916767343,0.1411266531526439,2.121052563961068,0.816599825882374,784137.1226361056,323.0
0.2754128156810716,0.0014096683360609933,39.660889536323985,26.71914691774487,409.3671766500034,4.921686206747334,0.5858189082867002,0.14027662794325774,2.1204095207416978,0.8139447086779387,784137.1226361056,321.0
0.27547437902939853,0.0014100782900947518,39.403300850623054,26.706499067533525,409.3671766500034,4.896295253797101,0.5885744116191263,0.1403038242161729,2.1153982727882203,0.816543556262398,784137.1226361056,321.0
0.2810302620431765,0.0014183114096865531,39.309386825031055,26.677044810607626,410.64246380467625,4.942728842365481,0.589056769692705,0.14039592025803324,2.1079893073713154,0.8189494802510574,784137.1226361056,322.0
0.285827575592299,0.0014518653807905448,39.30216310962617,26.7426068755377,409.3671766500034,4.984887165027602,0.5892571785121998,0.14028259091074358,2.1001875448783522,0.8184140781816951,784137.1226361056,321.0
0.2830453255901457,0.0014654516303425136,39.188713959904454,26.89910752634233,400.44016656729303,4.932580706951031,0.5884321926654831,0.1407640871845905,2.109569896880913,0.8389574497163907,784137.1226361056,314.0
0.28360912950572703,0.001472630117800902,39.06410621742766,27.021614935610987,396.6143051032743,4.926196397343914,0.5898002272435418,0.1414960145735124,2.106067090787483,0.8438470153788321,784137.1226361056,311.0
0.2876711095210243,0.0014976812200959962,38.99763086183871,27.26598047527892,395.33901794860134,5.071856925451777,0.5900444833493478,0.14171322850971563,2.1104110004276544,0.8681736379515994,784137.1226361056,310.0
0.2897824368211758,0.0015200460493607771,38.936667562491806,27.351024719815875,388.96258217523683,5.069482216851386,0.5894751263153954,0.14220156826695177,2.115585982058141,0.8766003867229722,784137.1226361056,305.0
0.2834536575433675,0.0014905955452927022,38.7399130507947,27.432886768439843,385.13672071121806,4.934525744770971,0.5908086893429919,0.14196978674402536,2.120393134215435,0.8786487510305684,784137.1226361056,302.0
0.28180917059682337,0.0014935487116760403,38.60494894196013,27.4948643195841,383.8614335565452,4.908588479172994,0.5905095551742399,0.14221886703754794,2.119168069309736,0.8798533390034443,784137.1226361056,301.0
0.2834061896423844,0.001526532302460574,38.69284915441077,27.559087311881296,378.7602849378536,4.976720158386857,0.5892757591259186,0.14293566982882894,2.1144116329022715,0.87741382241307,784137.1226361056,297.0
0.276666177264089,0.0015279029389148819,38.759129914226804,27.747929731054725,371.1085620098161,4.8996648690931135,0.5874990190392859,0.1437785470320722,2.1132395274261384,0.886003814298167,784137.1226361056,291.0
0.27516801285371534,0.0015366132675352713,38.84141743916376,27.929810440741374,366.0074133911245,4.882164540189407,0.5866053583216104,0.1442692458449426,2.1176470854063476,0.890196702228151,784137.1226361056,287.0
0.272236366743936,0.0015414033467756618,38.65530562053004,27.542009428415685,360.90626477243285,4.762703141922672,0.585983508398929,0.14411419888939594,2.120530006458657,0.8956523262135063,784137.1226361056,283.0
0.2769919041907349,0.001549763916968345,38.20755686417241,27.14162824741826,369.8332748551432,4.792666562170088,0.5907738719378546,0.1431217994023715,2.117657154642404,0.8827508893132452,784137.1226361056,290.0
0.29110670175779607,0.0017435437897812078,38.26686984737024,27.181901945811273,368.55798770047033,4.977086464646901,0.5902972928131155,0.14315500900073705,2.1121633332985787,0.8869639001441764,784137.1226361056,289.0
0.29544759301342416,0.0017495673404875726,38.171252084246575,27.050321939312347,372.38384916448905,5.015641251090452,0.5915141953222883,0.14271178521378033,2.1139877419611324,0.8848546069799532,784137.1226361056,292.0
0.2964302029526921,0.0017445280331163861,38.054351659931974,26.976602887692735,374.93442347383484,5.020529136085789,0.5922347987819901,0.14279355740724678,2.1076494148683764,0.8826929544930182,784137.1226361056,294.0
0.29430122754391724,0.0017544027955400182,38.19687159689656,27.124375288841822,369.8332748551432,5.005449123794762,0.5909718004763379,0.1433266995755147,2.108131592472359,0.8877536448435785,784137.1226361056,290.0
0.2955444713520545,0.0017562637839596109,38.177021541626296,27.179641217911016,368.55798770047033,5.014282507357422,0.5910052593680579,0.14379106464438596,2.1020705859894737,0.8920554665417417,784137.1226361056,289.0
0.2934847466619453,0.00175800736812173,38.2870492925,27.200848337586425,367.2827005457974,4.995484294497024,0.5906066988050994,0.14376099768444076,2.1032794170749955,0.8914471326535713,784137.1226361056,288.0
0.29763682539305264,0.0017595923732869046,38.28764336631944,27.24633430500968,367.2827005457974,5.038491409309344,0.5911361774496435,0.14428186050857036,2.097162972017641,0.8887398079612463,784137.1226361056,288.0
0.3002967824020181,0.0017563224741963524,38.18526410498293,26.94447427539369,373.6591363191619,5.041578015267336,0.5924078300862534,0.1439203815959203,2.0974393181701765,0.8797848637305384,784137.1226361056,293.0
0.294362232887505,0.0017789197281848285,37.87248844333333,25.164144684148816,363.4568390817787,4.862210488259468,0.5937048508472981,0.14372099635236152,2.0978855917093706,0.8867045212711319,784137.1226361056,285.0
0.29406351457195645,0.0017790058924623648,37.913229121438604,25.07380458667655,363.4568390817787,4.852685928900026,0.5943205794236834,0.1439006755081788,2.0957154826428432,0.8868491329541262,784137.1226361056,285.0
0.30194071293906893,0.0017670658992978213,37.85622920624137,24.916319271134377,369.8332748551432,4.93946608081738,0.5972152091151888,0.14419012178880874,2.077639686064897,0.8864866028984604,784137.1226361056,290.0
0.2967419918462148,0.0017650297398224355,37.59594275432526,24.16699519422187,368.55798770047033,4.7556032492957785,0.5999512492312729,0.1443667400532822,2.064490393836276,0.8637376703136881,784137.1226361056,289.0
0.2854525751815631,0.001696154253342219,37.64173329616725,24.21251811218697,366.0074133911245,4.597600122156661,0.5999704414543329,0.14362047245820445,2.070440091253377,0.8648444221315118,784137.1226361056,287.0
0.29064565797138464,0.0017025603159552464,37.64957743448276,24.047325067204053,369.8332748551432,4.64376654254946,0.5996097150163023,0.1443728659189791,2.072663423952033,0.8616294016108478,784137.1226361056,290.0
